filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
Pyramid_-Streets_Were_Raining.mp3,0.29228405326506557,1385.6892059846123,1770.3000539748846,2845.583023563508,0.0575215563796083,-168.84818712141748,133.3049628979078,-0.28597829310056605,35.43399761298357,0.5114885558984763,7.694846804062339,-3.830526952526168,-0.06340080172779573,-6.171134837164059,-8.948922875008053,-6.663411741611335,-14.043451874646301,-15.333577330204491,-5.282813489045608,-3.0460066629364064,-4.043722254203015,-13.93684112927181,-8.09856648171752,-10.054651840550296,-7.3741464625746005,alternative
Dopamine-Tempermentally.mp3,0.4104302247055856,2227.764147796626,2660.3532552287247,5369.135505922379,0.07748033374135944,-42.48511358004111,93.48250104631835,13.477212633202205,31.872293777416367,9.22107765873999,5.464814869768647,0.7517895565026821,16.77894464225808,-3.022048266978149,1.4675920052509999,1.206740548544982,2.5696207175623362,-11.526375244551366,-3.13356472298014,-12.564156827382051,-4.476397715711264,-7.396827698940625,3.857781673773514,2.106674284801567,2.564003009654561,alternative
cellophane_rain-orchid.mp3,0.36273051969958364,2016.1015997054724,2344.507493640889,4428.91845703125,0.07104379680299538,-129.57033292438547,101.70420445281557,-3.822928170039361,37.657335531041326,4.8874542500218725,15.589923821372741,7.229911497825391,14.836452053282935,-1.1838741613636925,12.841561504870974,-6.1946984172826856,3.934123024368532,-10.704406407384583,2.4759290316235973,-7.850617520444571,-0.2614628905489983,-8.542515410080453,-3.165631904894429,-10.04267473701622,-0.9548626343648774,alternative
For_All_The_Drifters-Evening_Meets_The_Dawn.mp3,0.41041923276369785,2528.3952499625757,2581.3970831334227,5443.013246597782,0.11959065380184332,11.476574353215058,81.72015938455296,-5.599660827999218,33.35315512998826,7.0143084910094124,6.333938923237029,-1.802060139221596,10.494494065638035,-5.796815900160078,4.276741998325412,-6.273169422992502,7.260673921633929,-1.5918101856417568,-0.20686645918154317,-1.7418242249656888,5.232390267527581,-7.532840238034984,1.3870931476972543,-2.171635297834014,0.42223282289080977,alternative
docter-favorite_record.mp3,0.35757655903708124,2525.417857267085,2514.4274818661133,5474.246314264113,0.12281398509504608,-13.050124611394708,84.12296376880128,-7.472318725739192,23.540592721638127,-6.375451088285369,16.72623984619358,-3.8192515905490683,7.614395484618036,-4.317974915127071,5.466481150680453,2.12973760688722,4.361380417163745,-3.130050452755461,0.6828272076272902,-1.0024719290638946,2.252732681397954,-9.590668050885377,-1.074957627869648,-4.792793802622734,-0.16619585263330217,alternative
The_Milwaukees-Drink_Soviet_Champagne.mp3,0.396202483424692,2628.1844157190394,2494.2735627499974,5357.426206527218,0.13859874531970046,16.819408609038113,73.52569147927707,-14.610560971583567,42.464948677975386,8.141287817752252,12.156225634069314,1.5098273850909552,11.601693719310365,1.8687914681028521,9.14789131465466,0.1301935421446483,5.65816510627986,-1.2418190250218712,1.1874916875752755,-5.5375744251892,2.5240660656461205,-6.077823458176855,3.997832166047226,0.0037492934179844534,-2.479187565576668,alternative
Oscar_Trim-Strow.mp3,0.4236254111812111,3150.7923446558502,2967.49147976324,6780.850318170363,0.11362327188940093,-34.62053780413345,51.741675937595474,0.764272686723273,30.30997795122498,15.756395932297318,12.60565260605894,7.663046036672009,9.703112098652324,2.9505186761959723,9.35801777253382,0.2485954607942754,4.62630819465564,-4.797942263432781,3.272003478620298,2.8672604877346233,5.853064206582162,-4.483532009265915,-1.71970368957465,-6.979893874397998,-3.369810660629402,alternative
ROOMTONE-radio.mp3,0.2843982394886341,1231.509906572342,1923.1118533215856,2354.9584173387098,0.04710451468894009,-155.85660274085066,140.8622750846241,34.36866781377349,23.43995619274204,3.9341765298754474,4.499740187732092,-3.2511384951040143,1.4266548028314192,-6.605502348617998,16.0663476488141,-1.9462303014224462,-0.012245539391807815,-9.800181762064923,-6.872553620492068,9.54081635146462,11.156355353128184,-1.974627750981894,7.698917558489739,-7.9472956297108395,-12.653985465164928,alternative
Back_Bone_Shiver-Give_It_A_Name.mp3,0.45978883123913145,1891.9022405471408,2285.7956805563517,4458.464591733871,0.06677864883352534,-52.61789321428364,105.01351970182776,3.755281736528778,50.54876554480755,-9.261957466874529,17.633793367844284,-4.1114120501130005,13.868291362808764,-1.4545611291639833,9.086014022226111,1.5443242694363715,9.872512990415332,0.021684055138148733,4.729700927599583,-2.2326448942785957,1.8416903702423422,-3.221115734883822,2.1835216809264093,-3.750247007487404,0.9444285549851518,alternative
Fake_Gimms-Simple_Facts.mp3,0.4796556420995543,2989.540545712049,2652.982574132211,6033.414976058468,0.16207562283986174,59.43663545697624,64.49029570640863,-20.138168887970778,18.840560397430306,6.097283066630417,9.296806509955637,-3.989427781399951,6.572728985137233,5.3361136209697015,8.44238773032711,-2.1111007584669763,3.436571146814364,1.2049073481150858,1.9872782175878239,-1.8176156692411578,3.4976338214043454,-4.077478442723467,6.828364710658976,-0.7099751105108146,-2.898767522633377,alternative
