filename,rmse,chroma_stft,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,chroma_cqt1,chroma_cqt2,chroma_cqt3,chroma_cqt4,chroma_cqt5,chroma_cqt6,chroma_cqt7,chroma_cqt8,chroma_cqt9,chroma_cqt10,chroma_cqt11,chroma_cqt12,chroma_cens1,chroma_cens2,chroma_cens3,chroma_cens4,chroma_cens5,chroma_cens6,chroma_cens7,chroma_cens8,chroma_cens9,chroma_cens10,chroma_cens11,chroma_cens12,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7,flatness,tempo,spec_cent,spec_bw,zcr,mfcc_delta1,mfcc_delta2,mfcc_delta3,mfcc_delta4,mfcc_delta5,mfcc_delta6,mfcc_delta7,mfcc_delta8,mfcc_delta9,mfcc_delta10,mfcc_delta11,mfcc_delta12,mfcc_delta13,mfcc_delta14,mfcc_delta15,mfcc_delta16,mfcc_delta17,mfcc_delta18,mfcc_delta19,mfcc_delta20,mfcc_delta21,mfcc_delta22,mfcc_delta23,mfcc_delta24,mfcc_delta25,mfcc_delta26,mfcc_delta27,mfcc_delta28,mfcc_delta29,mfcc_delta210,mfcc_delta211,mfcc_delta212,mfcc_delta213,mfcc_delta214,mfcc_delta215,mfcc_delta216,mfcc_delta217,mfcc_delta218,mfcc_delta219,mfcc_delta220,genre
classical.00027.au,0.02841945,0.240704897647779,1456.66619173883,-366.220203468488,181.600639362844,-5.52495503473566,27.0015098323464,-4.81776196001819,4.61373176129652,-10.5273526572414,0.163987134489666,-11.1343528215881,3.58368245147672,-10.3311332715802,-1.08193611330337,-4.5992072926298,-0.484403680478032,0.838412813351884,0.247920415647022,2.1312025659905,0.704445449461226,1.02919379628586,-3.06196476967455,0.648177764238198,0.507309864175109,0.296720014393006,0.198178629755329,0.278678929649919,0.381620256498453,0.287315620374254,0.277618242587237,0.318265566850034,0.501378234276384,0.468868733365131,0.405338978984403,0.39679320715509,0.341909792837241,0.140464087874925,0.073777751821211,0.139710505687549,0.192656945518019,0.154730193514253,0.151471559962436,0.198027566037555,0.309466963208209,0.285457134905384,0.27984454645704,20.2714156219714,20.9867108426636,25.2060417417972,25.7329221352102,23.5450388097001,21.4035289053619,26.9362397103925,0.00018995127175,135.999177631579,901.834480527302,1171.91579595452,0.053449412248452,-0.00630208638507,0.034674212098386,-6.93745076030632E-05,-0.006720622847606,-0.001622048699304,-0.013918631217962,-0.008550548147834,0.001161100043049,0.001858933709005,-0.005072787786956,-0.003979774277462,-0.004515376631967,0.004467155204497,-0.004080493415802,-0.003973530223325,-0.012469417749697,-0.011356244836471,-0.000904159308343,-0.007684038295561,0.007007822669411,0.021468425721429,0.009652051109584,3.92976776908051E-05,-0.0109904070946,0.000627137845285,0.002599069917302,0.004543268756156,-0.000929366699833,-0.002148230105494,-0.000699600360634,0.000551207516148,-0.00213287435623,-0.003195056272776,-0.000148316869011,0.003330961596913,0.001879136967923,-0.002849438878051,-0.000692602218493,0.000108913794735,-0.003750055514389,classical
classical.00037.au,0.041551378,0.284173045523942,2838.22450431139,-275.346266104002,125.311286403001,-41.0436707569123,24.5905402206312,-4.76796278435423,-4.26632234072087,-14.9994605339666,-5.0511277474934,-4.99153785750251,2.46848064153515,-10.8864191755991,-8.02030175878499,-5.15505971983253,-4.61842690112019,0.71493493441025,6.51770314009837,5.90655300641476,2.68381330011591,-2.03203493117168,-8.0603856828109,0.43904279102656,0.476047406047619,0.433369771672419,0.413972633131617,0.483434711760993,0.415650190311434,0.390882129216874,0.472717745978728,0.551729144197212,0.637716422867983,0.523976266264691,0.397728097287306,0.226550149201709,0.26139193741095,0.222480736845895,0.2080651032708,0.262333735177222,0.213071198623114,0.182038058585548,0.248901217172551,0.323360143033982,0.353926200364675,0.295902488533448,0.20420244168341,16.2714254311857,19.371853154657,22.2127263373235,22.9525786621912,24.2556095888874,24.5971672563836,31.8193642619996,0.00084617495304,161.4990234375,1534.06497758152,1464.71072291018,0.093952190765286,-0.19031267242465,0.020730355918777,0.013334103542084,0.003654415166166,0.039480136586691,0.003965537270846,0.02606277158498,-0.005527715235366,0.011785873019203,-0.002165332517083,-0.001027407834227,0.00078863421667,0.023335406046844,0.016858789069694,-0.006023421706542,-0.008355103888246,0.021647716157113,0.008490109889812,-0.018860434850525,-0.005580201325372,0.027374621752263,0.009447538129641,0.004354762085405,-0.000285943464373,0.000685549254114,-0.009233881213576,0.008035034345262,0.000989449124273,0.001628265678732,-0.006194299334466,0.004715829998262,-0.001647820714186,-0.006196842395517,-0.002196695993219,0.002223828854719,-0.001260213516188,0.001958728415501,-0.00503158331186,-0.002340187523978,0.004187424253935,classical
classical.00038.au,0.044319287,0.294410142509249,2376.66062865833,-276.043356437146,146.37161991054,-36.5712750205787,24.1877425167533,-2.53928235736209,-2.17739533357173,-13.2930685645019,-6.52578650795959,-9.39407304286495,-3.12077358992497,-11.5315693704756,-4.19068157317405,-1.67729061767469,-1.52068684888044,-3.1979536620584,-1.76845369732376,-2.23890060676724,-3.52431903909034,-2.99468267808721,-3.30354850491969,0.475318672636556,0.532747016510813,0.636963335101714,0.511222703396106,0.480136499187615,0.386827848181597,0.436250469168365,0.550023872545737,0.480732006182875,0.517449129743227,0.525075612530719,0.460107745834418,0.239683333711452,0.288344621132635,0.344752880086276,0.271403196013668,0.223585222976004,0.168814742556217,0.205166800669546,0.277284856505789,0.247594263479794,0.265478302990925,0.26660917378799,0.234147436212148,15.3958708851923,19.7404621592875,22.3356115273878,23.1526810483232,24.4115088872872,23.768834901902,30.4816652988622,0.00055577425519,151.999080882353,1279.04166143685,1339.07239885235,0.075835898195627,0.059580602225021,-0.006811423066956,-0.024961481075534,0.025093416018589,0.002371351618779,0.016118494690454,0.005726428871947,0.023093228279528,-0.01798810708337,0.006496608376765,-0.016981185801552,-0.008456199335049,-0.02134215727415,-0.013247142877411,0.002714391453984,-0.005577492178968,-0.018384653440294,-0.019579815969397,0.003904750222552,0.012058581916272,0.025004789621887,-0.007706265326233,0.013719708731557,0.002937736521332,0.008587583102886,-0.000808917025192,0.000301639361551,-0.002191686620507,0.000454739026466,0.000589258981236,-0.003170827661928,0.001601831967193,0.003055940363929,-0.003225280395864,-0.007329220557442,-0.001900450380399,-0.000538283916847,-0.006766871964443,-0.008736405786335,0.000221892047001,classical
classical.00030.au,0.02973626,0.278348916172904,2353.12743762698,-315.649645648185,149.671702773784,-30.5981516272262,23.2239762536601,-8.70046426023952,-10.1054785198898,-15.7347520462322,-4.04569929813596,-7.65875710629193,0.046664279047316,-11.1419252676337,-7.66872881650397,-5.87095386724681,-4.85739360007782,-5.14102418867665,-5.41610360339996,-3.1731723364918,1.4509252104314,0.128026327447858,-4.17890278384901,0.389101888524788,0.385882139723267,0.517931879732514,0.480095400647488,0.391188574924839,0.453120679913071,0.460474867678755,0.536878532239577,0.488629923328541,0.456738688988313,0.465913009703808,0.38425274209927,0.191376907710736,0.195471337240988,0.291603156439596,0.264662598198183,0.206545769391887,0.241046654002623,0.254226632834698,0.314910754840959,0.283451269696871,0.274680146611996,0.256285798595586,0.205186365350328,15.5073529761997,20.0646248975947,20.9070705793472,22.7764740075817,22.8516396996649,22.9549820891464,29.1679322495256,0.000579194689635,117.453835227273,1243.7180205219,1358.62538070995,0.063724482391641,-0.142555356024757,0.037803677220262,0.061059513433819,-0.012862856771505,0.030594218634182,0.006822481521802,0.012959159673623,-0.00309676874991,0.013010257254219,-0.010220711750406,-0.004050467117937,-0.010710865882272,0.007217785879857,0.007575764624981,0.001452565320757,-0.010616397605839,-0.009077348097872,-0.013407747331806,-0.000939079672981,0.011304206183212,-0.003608138065025,-0.004546202226196,-0.001751821662109,-0.000114404909601,-0.001581732094243,-0.006826990322562,-0.00540841088841,4.25378820042813E-05,-0.00210450749046,-0.005810192433317,-0.000678203356402,0.003854442058632,0.001140775755748,0.004480733539184,0.007662644059808,-0.000475962269082,-0.007372122429128,-0.003725206287923,-0.002042164061001,-0.001770747705997,classical
classical.00096.au,0.05700021,0.293142442593126,3573.0617275179,-203.587157566231,111.198330429713,-51.5269404303096,39.4759519456897,-10.5464410430027,11.8943800752628,-13.1803620495292,15.112908613125,-7.28582778077316,13.3690715807718,-7.30133971268281,3.83654644495201,-3.77312695593293,5.29151576605118,4.11148812863784,6.63901266164003,2.99322693594768,3.5397485677746,-3.36138640028646,-3.68238427724937,0.333381233293137,0.605319107539154,0.782661541106426,0.454446340226458,0.25670192721614,0.283752903175978,0.348864353452681,0.391300620202941,0.396135258318001,0.446936700187338,0.352429760894326,0.276753840075546,0.168668805356209,0.407259005976732,0.485099457118186,0.316122951820376,0.095185234685869,0.125844493436947,0.178046252056688,0.196313099831951,0.222343715849789,0.244850088660401,0.190021981377467,0.122220363643693,17.5851716910865,17.4753394663941,20.796654986351,21.0279681777351,21.4612871478996,21.6670214412141,36.453390778119,0.002466422738507,135.999177631579,1932.85834345479,1740.35503840622,0.11752045339106,-0.059144003162248,-0.072285060612417,-0.012597223786995,-0.014943597835575,-0.018980777218736,0.008163233283816,-0.009696783979396,0.038084221630772,0.019310928405434,-0.008715574758668,-0.009484390516608,0.010589714113556,0.001697496251571,0.004196990096842,-0.003650222500604,-0.001782451630681,-0.022245787814071,0.002697375195056,0.004749887946651,-0.010003633609816,0.007299712819393,-0.013417345746067,0.00153641584976,-0.004903461078069,0.007306752812686,-0.003210710211966,0.001445276549126,-0.004361883551058,0.002105147170816,-0.004605142976344,0.003376130129403,0.002430206993305,0.004379571393924,-0.004320512014547,1.9996015909584E-05,0.001551080673197,0.002793020399951,-8.42942961566413E-05,0.001413992868731,-0.003466888738302,classical
classical.00076.au,0.05885128,0.260483112459739,2521.98474990325,-238.582236331102,149.783936651434,-28.8700451407855,28.2592559852711,-0.797158128372859,-3.92791692641879,-2.14370241152225,-4.34273585753233,-4.18980553519042,-3.44362243172823,-5.77077326908817,-0.116470720051008,2.51827239519399,0.681765438724448,0.068461232246294,1.70527509540791,0.652180948823744,1.46841467079131,-1.83140731414578,-6.24463520557772,0.534506189861301,0.547350467676952,0.499848548266602,0.516324773088456,0.368692662560584,0.285038622137672,0.34290267843782,0.61266574206012,0.597245949351213,0.402406973821194,0.41489088466581,0.412791188367083,0.288385695413111,0.30328874213194,0.286715577147305,0.290004728144226,0.179341600146535,0.093195695422691,0.161160512922349,0.345143948138395,0.34926208020621,0.220244666501518,0.209410191279409,0.219247928109712,17.1101993054212,18.1518635202959,22.5312366262198,22.305292192021,22.1445901473954,22.538755262937,18.0244604909974,0.001889508566819,172.265625,1340.27064281919,1538.93529085935,0.071713474143769,-0.047490644859203,-0.074180843738959,-0.003057957848928,0.007148419286182,-0.002095570283982,0.006695236814588,-0.003225708037472,-0.001870806615157,-0.006219351622741,0.006246940759397,0.026144980016131,0.031231815527714,0.022306038783513,-0.002703867846713,-0.010617739034863,-0.013593162791575,0.013295874348175,0.018187889355896,-0.005322505564985,-0.017226900960514,0.015285250943677,0.005890540824199,-0.005395139718322,0.001514708435547,-0.001905612342875,-0.006995844407964,-0.005873933364802,-0.006767695465164,-0.008862801311255,-0.001207826236255,0.003485794600921,0.004836551909696,-0.004164879624372,-0.006890171561346,-0.004202559902713,-0.003136843314741,0.002619438512686,0.001739273303811,-0.000222321344304,0.000382648051142,classical
classical.00003.au,0.02944977,0.234236042111098,2915.97403417062,-326.864835790395,127.391309532108,-30.5960956675879,37.4688014946649,-5.29610261954892,20.8108714223681,-1.77864408184746,-4.604763388706,-4.05447267346612,5.22894157626693,-0.645898281278971,2.8076390891073,7.25217582650356,3.98063896021491,-2.38903548170286,1.49096826316071,0.583444169291572,-0.610586777347381,2.33446855600142,2.64974228388819,0.455892535406075,0.387729187550964,0.447177813629662,0.423921339006836,0.355355977691121,0.338327528809497,0.38341211842297,0.418917362371444,0.334480504468242,0.364794463456899,0.346859383168846,0.391185636269666,0.260496829612729,0.245445219497348,0.262715194713634,0.262490757046755,0.188026092345847,0.183241659714102,0.224434959106851,0.239866156726027,0.190477110490745,0.195141952471641,0.192603506497156,0.232288848817623,19.7551356311256,19.4527415485447,25.2945929110911,28.5065348417529,28.1991061577948,27.9565887907194,30.5564392637295,0.000453505548649,71.77734375,1526.64706667711,1499.53261691598,0.108951722136223,-0.049005586006153,-0.004480681262443,-0.013447313841908,-0.004220856135908,-0.002762255610816,0.001665327277578,0.0032258424228,-0.015442417647571,0.010610933953932,-0.013198589957375,-0.003503157937833,0.000389699507867,-0.008431824404212,-0.01036106971647,0.007774871592292,0.016014483671511,0.007457316760156,0.009648274862657,0.004642565997634,-0.022361216621215,0.018256937283568,0.001375614535041,-0.007513441209773,-0.009799996146502,-0.009552250995941,0.003191410709223,0.006238236964232,0.000375586958554,0.001430712795901,-0.002283476677678,-0.0021899889455,-0.000842219571744,-0.002298149779661,0.001173338240136,0.001449874657854,0.008553636504841,0.006472356507123,-0.00219792069817,0.002161569603227,-0.005276626839301,classical
classical.00072.au,0.02073151,0.279420640274916,2476.56835786329,-360.82176875082,138.999301851795,-12.9392655929732,33.8057610597282,7.58608399234783,-1.71611532933295,1.03666551772382,4.07786454953619,3.93350800626348,0.931713080793351,0.504210195113092,4.68460049935403,3.3431870201065,-2.25125536838351,-1.85286771367589,2.21502938568813,1.78478766088751,-1.51967419917564,-3.25352081461833,3.99894962850248,0.438900973499643,0.511800204331,0.544959139317523,0.447267180143459,0.415212575248868,0.479782045740877,0.380140534670549,0.360878786661463,0.364873970243695,0.427262885383648,0.456034439795029,0.381637373789476,0.245113375897868,0.305417718776646,0.314619133204127,0.244824172897021,0.223504555457654,0.262854067428833,0.21553433533008,0.179660332733571,0.180700619277809,0.237545656107479,0.252849278355066,0.208656314528554,18.3256395882981,18.46477288519,23.2481477908276,23.1087044415412,23.7806862475716,22.6337657574994,17.4610204684314,0.001732866629027,117.453835227273,1284.92177493882,1659.62261400088,0.063749803478135,-0.09584268427401,0.012507237535747,-0.003782342344293,-0.01220599469477,-0.003522203670135,-0.003883677382968,-0.015459138281882,-0.002608907822159,0.004553511983857,0.004913175014468,0.016192628529518,0.016376945434443,0.00463375219088,-0.007590017934151,-0.006994452648227,-0.005438748441995,-0.001977901607929,0.008552970114051,-0.004243649437558,0.001895838573018,0.005315249488394,-0.001122686662853,0.008380566839251,-0.009651764462444,-0.00853714093698,-0.003565175036224,0.002161821804259,-0.000407309480173,0.001493253938248,0.000785044754266,-0.005400871016219,-0.007970855262226,-0.004716834520824,-0.001821247645891,0.000860637979117,0.003001423086918,0.000357620222589,-0.00020126235394,0.001243145059668,-0.001047450835141,classical
classical.00077.au,0.016757213,0.219015446867034,1236.06752566878,-477.968405100013,155.339893263625,12.7625068422197,5.52071004898261,2.38804693361417,-10.6454164541763,-16.6359290685387,-12.5354490515758,-11.1846402702999,-9.37608002354776,-3.21706472150976,-2.76659244547335,-6.46633321590089,-8.29672413618802,-7.09260838529795,-7.47546568342601,-5.32572992302041,1.26101325222369,1.87498345940932,-1.65799918692338,0.434507711828242,0.35281344515691,0.496741825266982,0.556856120138675,0.430815331835661,0.472292668497918,0.435731797918352,0.415060521042297,0.454689414237395,0.42037373168503,0.39611632377446,0.401559675975968,0.221556056935965,0.189552017688916,0.283650026381014,0.316715364384708,0.2550305900411,0.262418587639225,0.246670785452933,0.231136035826455,0.237263667433646,0.246473186252529,0.202783387013184,0.206117857653455,15.3535776173963,19.8385419279639,24.8991710652607,24.7108838846374,23.609065982881,20.481612423138,16.711932984756,0.000278634775896,161.4990234375,811.679646676433,1008.65501583595,0.048344756796633,0.024604117736088,0.007097864526572,-0.013935067439771,0.01117797594708,0.019293184979597,0.000655239528153,-0.002870931235582,0.004099588525923,0.00983392046711,0.014184379822151,0.009845272851551,-0.004566936056059,-0.018371082382142,-0.015788190098688,-0.007952409453079,-0.008271126147233,-0.00284203027205,0.003031457107277,0.004800777524984,0.01179501507851,0.02265430070781,0.015134960954082,-0.002952057804995,-0.002162466354807,-0.003278321238173,-0.002749800996135,0.001800860594553,0.003251519837263,0.007093888099715,0.008251798101423,0.003570344444971,0.000336444319641,-0.000458395701803,0.001020905560332,0.002081358124386,-0.000394494227261,-0.002473266520618,-0.002467030200144,-0.00057178981208,0.0029563567617,classical
classical.00097.au,0.036727086,0.222324061137037,2780.84151796512,-280.695057877543,122.728624591857,-14.3893630704986,26.8558357050473,1.3561696635265,5.99009916075284,-13.104041468025,3.37450052784406,-11.5453397638479,5.19952457592453,-1.04874679126015,2.75391231266778,0.057280496695594,1.35247347370469,1.51210870032868,-2.21783544716256,0.780848535352882,-3.96554361418663,-9.13927054780041,-6.93095490947384,0.585641598214715,0.536797996726838,0.437485743425074,0.377584572209676,0.469647335505055,0.386666475527888,0.337380325726214,0.456023175558266,0.531750507710616,0.614922103497229,0.431638235286845,0.424134266018804,0.347256833466784,0.307002796099784,0.218522142378986,0.187471716960752,0.253639655578611,0.186375809885527,0.148299918262784,0.248574638968396,0.312245845573629,0.336045622778807,0.238562133757544,0.22488135905535,13.5034803805852,18.2045433494705,24.1836451957441,24.7137043838608,24.6014642115104,22.9735591467248,35.029646761769,0.00085440732073,103.359375,1494.11574448369,1670.92444773489,0.085921249153444,-0.012363518870981,0.010108160725381,0.01399107439896,0.009547284387316,0.009296488211335,0.004129736480413,-0.024505190178042,-0.020445450418488,-0.011158351655244,-0.008901130919629,0.032358237909443,0.012911084070493,-0.021364853286807,-0.010653706384411,0.010620568364463,0.022912986897104,-0.000273164948495,0.009186901174578,0.01197603384068,-0.02344554629878,0.016025138438682,-0.000540774116148,-0.008554619945657,-0.001539309805854,0.003096321338527,0.002605033291476,-0.000663445140251,-0.000122279685627,0.003666323455557,0.000234496777999,0.002607956484029,0.002990772508175,0.0005476074332,-0.003698796755669,-0.002248418993739,-0.001620510194794,0.004217079055545,0.009606924186658,0.002363754368109,-0.007851445607201,classical
