rmse,chroma_stft,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,chroma_cqt1,chroma_cqt2,chroma_cqt3,chroma_cqt4,chroma_cqt5,chroma_cqt6,chroma_cqt7,chroma_cqt8,chroma_cqt9,chroma_cqt10,chroma_cqt11,chroma_cqt12,chroma_cens1,chroma_cens2,chroma_cens3,chroma_cens4,chroma_cens5,chroma_cens6,chroma_cens7,chroma_cens8,chroma_cens9,chroma_cens10,chroma_cens11,chroma_cens12,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7,flatness,tempo,spec_cent,spec_bw,zcr,mfcc_delta1,mfcc_delta2,mfcc_delta3,mfcc_delta4,mfcc_delta5,mfcc_delta6,mfcc_delta7,mfcc_delta8,mfcc_delta9,mfcc_delta10,mfcc_delta11,mfcc_delta12,mfcc_delta13,mfcc_delta14,mfcc_delta15,mfcc_delta16,mfcc_delta17,mfcc_delta18,mfcc_delta19,mfcc_delta20,mfcc_delta21,mfcc_delta22,mfcc_delta23,mfcc_delta24,mfcc_delta25,mfcc_delta26,mfcc_delta27,mfcc_delta28,mfcc_delta29,mfcc_delta210,mfcc_delta211,mfcc_delta212,mfcc_delta213,mfcc_delta214,mfcc_delta215,mfcc_delta216,mfcc_delta217,mfcc_delta218,mfcc_delta219,mfcc_delta220,genre
-1.5613928966239086,-1.6895681690213353,-1.9790792206278447,-2.2133039598838358,2.619997009149868,0.1566578160344586,-0.5577614185606965,-0.30050771187161046,-0.8466795683760571,-0.543213238299495,-0.9519098624409574,-0.49982877365776285,-0.5226322900651245,-0.6323739141089912,-0.8271639988087628,0.032105987458386,-0.4525580666208415,0.9664823751848006,-0.19665778377481485,1.3408380468458936,0.05097882550781151,0.8945777432489984,-0.5128451335850065,1.329850663311709,0.16642318098535647,-1.6951184785178364,-2.6565598894717897,-1.9642634970374537,-0.9986837639836214,-1.881276537227582,-2.0729887759079246,-1.718571980729394,-0.052858839936193,-0.1939919975956421,-0.7534293872929664,2.0813835992264615,1.3982410507097993,-1.5698984897421542,-2.8442967656280445,-1.8370137679389378,-0.9051831974396515,-1.610508306487726,-1.699735121853621,-1.065214828685672,0.706651506947308,0.5236924344798161,0.5217341432515736,-0.3374052225792065,2.0651160352001563,2.009627645965723,2.320952402309629,1.660400655645236,1.1714540827277558,-0.15529222005317223,-0.7405818278537564,0.5797599615249471,-1.8166486764299443,-2.035156548188207,-1.2002771690412324,-0.23116687845467043,1.0269048293228114,0.121170406294483,-0.3598517236848895,0.011938647654160079,-1.0416324815046165,-0.5061870283932327,0.02140630883023383,0.2929456008766283,-0.462333276937379,-0.22217290745002,-0.5080818616065579,0.5231116165523574,-0.4885933819411323,-0.31913558702951206,-1.300785555698152,-1.0829329010078834,-0.11535300322479178,-0.7203436668384184,0.7011664700257252,0.5161425956876997,0.4856679247782877,-0.13888553203495574,-1.1336563962612844,-0.05200502413427426,0.49469805075365,0.5472273907149771,-0.03414089661006237,-0.6285995406451044,-0.05404159865938099,-0.0858398413697761,-0.4138070779046376,-0.904446066988036,-0.013673733270388521,0.6427404843034297,0.46411645371030513,-0.8794047837420411,-0.22820064147055882,-0.13038530797638553,-0.9067521579792603,classical
-1.3613707995211521,-1.1571868754316492,-1.101332261303891,-1.3062474496059675,0.8225474053750569,-1.481344641322076,-0.7024892010634132,-0.29643130595766437,-1.597008622882449,-0.9932744251827282,-1.4505413034668375,0.24205367453836765,-0.6631920122560377,-0.7138466020556012,-1.8605888562339143,-0.05801520541945641,-1.2782094760116633,0.9411379083777756,1.173241630619681,2.1708819729289943,0.5628198785493652,0.07905387898829958,-1.8159962481829486,-0.6046576957017226,-0.13022274003798823,-0.5339210303474585,-0.7097310090848455,-0.18006381114415976,-0.7018979472506053,-0.9408796766219444,-0.3845088779773528,0.36137457648437393,1.1224230742486645,0.32616852772437943,-0.8278039763628585,-0.4861623783147247,0.12332788912362577,-0.42406011573155056,-0.7393823837531713,0.04004824857397915,-0.6033463125949329,-1.1741488855913462,-0.268277650921226,0.833968065093641,1.353937150082961,0.6834817431923714,-0.6696306034372115,-1.3360407590707852,1.3528469060033945,0.9314263911288495,1.3136069705982498,1.9384703577030493,2.6018940288428025,0.27731308109421604,-0.7178426467825566,1.4813493196970227,-0.9331556604553575,-1.4785909535231156,-0.2316251027500951,-2.3468800893374593,0.6154558303640322,0.6013887597287045,0.17290981110051987,2.5764074222128075,0.16338627026285998,2.055932903446274,-0.5219069221914492,1.1470594014545066,-0.20747256645496248,0.05133231122496348,0.016239908796002192,2.4333428515515765,1.680886202940083,-0.5398684327575709,-0.8783558131330512,2.2772251946135853,0.8547639111499116,-1.862885314491715,-0.531850286485642,0.6806703121740342,0.4724587401269724,0.2499459167168011,0.1787300162330964,-0.043437252633769276,-1.3577072186713928,1.1240902145853757,0.3140524962708539,0.10531797660545354,-1.1244789016535806,0.8156432993250681,-0.30726775133649536,-1.5557228803026326,-0.4775354611387907,0.38699532169855594,-0.24907144946265206,0.24289503491354006,-1.2134674539258077,-0.6976496552946782,0.9647863285607174,classical
-1.3192107326391533,-1.031806816654646,-1.394578145101485,-1.313205443759934,1.495052703943635,-1.275092949574918,-0.726668692250762,-0.11399844533781,-1.420502645756589,-0.8215476206791502,-1.5915374731376173,-0.28965102447701097,-1.3676600421900844,-0.808504363265543,-1.2901916047018134,0.5058407475309066,-0.6595256168385514,0.1379974916261877,-0.6372200549020987,0.38003251312266695,-1.0425295227100593,-0.17739942142823967,-0.5758290477699963,-0.2691040810793467,0.40779343575111165,1.1961393153479236,0.16763000395695904,-0.20880375575895038,-0.9532667097105265,-0.5289294724675851,0.2845335256485924,-0.2711448702872054,0.08567778712370339,0.33654526754845987,-0.21822141922162783,-0.2880923044704759,0.5500944868542644,1.2841798032992802,0.2534234233152305,-0.5530967921494753,-1.2577043615879373,-0.8045687490451209,0.14874088059420548,-0.31412340346013995,0.06621703167248068,0.23536302172563067,-0.19799630758980122,-1.5546312660625057,1.5154301581947034,0.975690007963272,1.386106007677917,1.9994788775110777,2.230881547692285,0.15880378306655293,-0.7279054869998326,1.1454630882211534,-1.2895309377858544,-1.717413289924323,-0.6648888163454822,0.5263377720161699,-0.19723452209351458,-0.770661279872978,1.2738093917325126,0.26109694298026975,0.9822413145565855,0.5506121365281745,1.8028900184785799,-1.4146936735959261,0.5518128585824549,-1.4266148256027398,-0.8976472670117023,-2.0898362005243647,-1.4383326522574924,0.401021551006908,-0.5931695490782448,-1.7985004680057508,-2.0439298868318008,0.4643560226075133,1.1958962852108053,0.6146543745330937,-0.6354795305107243,1.0937451994537775,0.5739589560113342,1.1156311855840997,-0.03880985446654219,-0.15351790502235704,-0.263204807048383,-0.12274311925379709,0.19704460723117384,-0.8915195822152029,0.40650033170589733,0.45178952180069853,-0.7104615501770568,-1.8197375136468565,-0.3945184739448436,-0.3399458515782982,-1.6075051974951147,-2.17915086971074,0.02977340739293506,classical
-1.5413355906680823,-1.228518590018909,-1.4095295131928498,-1.708534880545852,1.6004320043451468,-0.9996327985679258,-0.78452249241093,-0.618333667978131,-2.090393965437471,-1.0672722311027751,-1.354409531128798,-0.08007277037926706,-0.9684370648322469,-0.7513349804821574,-1.8082243317456572,-0.1740842039195027,-1.3259361532123761,-0.2608276816573809,-1.4342035693008677,0.1746246743521085,0.244009639261206,0.6545030405843658,-0.804044903152823,-1.0666133976233974,-0.985790730374069,0.18465546803965827,-0.11319120057803309,-0.983877635940829,-0.3751059552084183,-0.30896890255160947,0.17076776780414835,-0.2007816651870842,-0.43766702006877295,-0.22189110124771055,-0.959487011859692,-1.0166328467902288,-0.9204535222340131,0.5416355310505951,0.14776655294665508,-0.8139291910186839,-0.18971255090928107,-0.02062903435236379,0.7015486684351153,0.229223062890366,0.20018741999328896,0.07743969578455337,-0.6541337849165357,-1.5267987033680193,1.6584093897684296,0.4611252412630354,1.249802544617972,1.3890507921521584,1.8663544955759221,0.04241767097189161,-0.7270939321675471,-0.07594138987291871,-1.338892982471396,-1.6802455797860294,-0.954541733351316,-1.797776978488014,1.1192476701472351,2.3112895534049684,-0.6752574087497222,2.021992639545181,0.35588453470890935,1.08598764779518,-0.3244481294937269,1.252405413922099,-0.9135882188205037,-0.22872184409613794,-1.120529683628776,0.8015868539191977,0.7190895400072422,0.2651477862337005,-1.1105300602017976,-0.8509167097762486,-1.4065595863102225,-0.03081944495734491,1.1220039952092908,-0.1824102047222443,-0.4313758251623872,-0.3002687487605315,0.19976095026943558,-0.376001539465955,-0.980917242939054,-1.0968560609143518,0.1422234785712299,-0.6201025649017483,-1.0496499879522991,-0.35196076333823817,0.9012735719421654,0.036269477404571066,1.0345889127207382,1.6433493486302362,-0.07090768427773596,-1.9350683285644554,-0.9168240949107576,-0.6286210349107633,-0.4400611114209271,classical
-1.1260582258893008,-1.0473331216435722,-0.6344673216210095,-0.5899852466175161,0.37188798599294004,-1.964797410855482,0.19106525111196376,-0.7694395964184088,-0.23149390589559904,-0.8102051331327113,0.4773975310407089,-0.035033204213337305,0.7107154011619583,-0.18783638239759018,-0.09458771265941304,0.1660396391124774,0.7010145615498153,1.6382978404016004,1.19974683021333,1.530361669542536,0.7841545883098192,-0.2750907941389259,-0.6745962919737717,-1.582032084703784,1.0964217801985936,2.4342270250079983,-0.34458934325662627,-2.155766566865067,-1.852215908563628,-1.3224063386659777,-1.089129739793943,-1.024824379838132,-0.5221635230649874,-1.2930605622967304,-2.0099811571738564,-1.359108466993933,2.4329751663881107,3.244934060415033,0.954392324223286,-2.518586870523356,-1.8930450751761758,-1.2379349919279672,-1.040913577240138,-0.6967486495590246,-0.23411081544469298,-0.9362406374011426,-1.9608500628784977,-1.0080515294741639,0.5163470934928376,0.42135321097710776,0.6163019080566376,0.8449601383444111,1.2894731592038273,0.6878503130128734,-0.6616985166263287,0.5797599615249471,-0.37587290486595504,-0.9546264710601459,0.3320262596338378,-0.8387316051372808,-2.1292009938694205,-0.32767601481501074,-0.7821041307871226,-1.071116108300439,0.4462231498759061,-0.591032795667312,3.0205653010016995,1.7945151231682512,-0.781651439925718,-0.7321168108090567,0.9851141645326367,0.24270994676427576,0.36902108060364924,-0.2843217277270342,-0.20352061712446917,-2.1916054630956214,0.2565662451758885,0.5507528360202546,-0.9651324386545005,0.12144760636590556,-1.004349593648643,-0.003992372736119905,-0.3873859130654182,0.9277593044335325,-0.4148018032238934,0.03541854007177785,-0.6570144801681931,0.1979942830784825,-0.8148910144689516,0.5256489839809232,0.5884482850414051,0.7389686091742862,-0.95848010546029,-0.12208508594827412,0.38958964246623345,0.4376315500322425,-0.09007014614578342,0.1718989721603556,-0.8399856861236514,classical
-1.0978632111676239,-1.4473321387105034,-1.30224921162228,-0.9392879723709633,1.6040158923862124,-0.91993840045104,-0.4822603376762237,0.02860643546988788,-1.5684147188773552,0.3004952955754192,-1.3828100114635404,0.338880803721381,-1.408351819327625,0.03673146875444337,-0.6833641491971352,1.1860737104715835,-0.21964955946736295,0.8084458713380592,0.12176303080679741,1.0156621646999937,0.24853220630440825,0.13250189744142146,-1.3426072920789196,0.278383242834916,0.546363928309067,0.030990223617014083,0.21365934894062721,-1.1799023799571597,-1.8410027468151346,-1.3765390938450266,0.826664774602036,0.7668876044743851,-0.9060250264512402,-0.7034894230430367,-0.6806053660352149,0.446419600961185,0.7867184809917085,0.473352127870969,0.5449969191348847,-1.2303585494180205,-2.3757769897759786,-1.5077565737627459,1.1457412444433273,1.226463912319733,-0.5923431542202247,-0.6396466906838562,-0.4326638746725507,-1.126632896066061,0.814743170331112,1.0461547597642387,1.0790887986306241,1.1123590619285215,1.6799252843084251,-0.9448037084907603,-0.681689498644482,1.8620203820363441,-1.2039681917959273,-1.3374995718215286,-0.7634794494375025,-0.7047438566954617,-2.1851409045807286,0.014095767461802368,0.35232804504388654,-0.017605555641522767,0.3473109038827411,-0.1120359014302999,-0.2248667506070419,-0.40211002213518204,0.529927580756791,2.5685638350971782,3.0256648849524077,2.3291291904586564,-0.3459638018572507,-1.0345857123603528,-1.4161640476496433,1.4269178974649661,1.8562233853761199,-0.4789286916529587,-1.6726628408735695,0.3438991378836444,0.24271765364478723,-0.628538548768243,0.3994931640861278,-0.42350821700440244,-1.0073507331227833,-1.1737634601809175,-1.0935794711809126,-1.9334974434357437,-0.1530504685178524,0.5493871913769761,1.1169885219575404,-1.114861944761758,-1.5403873819624319,-1.0974859650481685,-0.6753983848704097,0.39711488147525303,0.32401339048529404,-0.20710646423078763,0.06767725817097468,classical
-1.5456993315139786,-1.7687962439895717,-1.0519355671493529,-1.8204790916973252,0.8889673685237366,-0.9995379846966669,0.07057827669527308,-0.3396631932102934,0.5219139500844706,0.33723380673480513,-1.4078631825660526,0.35522527695790423,-0.31526429312411036,0.7886636493216521,-0.2478368338281636,1.9535886178815884,0.43920488499257265,0.30403208946140603,0.07493863243470403,1.0005497804989707,-0.28907291350101916,1.242308282433269,0.976268637035169,-0.44879676604064045,-0.9682643029323468,-0.41658556335357994,-0.6199767637521887,-1.2961155032673741,-1.3762533360074618,-1.0087083094278682,-0.8501218838678354,-1.5741117439007841,-1.2302577570962347,-1.3456394104407332,-0.8917378107145825,0.025809526960015622,-0.12917114285524525,0.13804753388342184,0.11372358742949902,-1.097420194198758,-1.0443938030075686,-0.49667787454830403,-0.40102270152333275,-1.1796279873263937,-0.9578156057176557,-0.8967493833002834,-0.2272690982809604,-0.46629942507645883,1.3885245426796253,2.0415240447572653,3.3258592119846964,3.481690186185541,4.106588747020797,0.16542815097843777,-0.7314492582812677,-1.6909095331306556,-0.9435216148148887,-1.4123990001781113,0.1270991030428017,-0.7221623165096304,-0.12846004751878162,-0.358132948823319,-0.2314879000379905,-0.05920173091118107,0.008400245800750692,0.3655156929595575,-1.3272496888809246,1.045967651104517,-1.1746220388150501,-0.17801949401010042,-0.023196313859607635,-0.7827875870385245,-1.1393120526991218,0.9459353627010068,1.62374756204681,0.8324899574383722,0.974363999894858,0.539781518399569,-2.1755771382634355,0.42668080734795094,-0.04889461985094626,-0.8194014918947222,-0.9877098820280215,-1.5451153488952551,0.5874268376905437,0.827247375427527,0.20265944459925261,0.06692589845231095,-0.3626008666315381,-0.6792051238463905,-0.13032195450334583,-0.7098504566439787,0.28561911507479715,0.20821365046578508,1.9804085509309846,1.2964448969367266,-0.5700182959582946,0.3450537637257222,-1.2666947430832467,classical
-1.6784935905357365,-1.2153925220432067,-1.331103657832596,-2.159419584473417,1.2596374881559067,-0.18526498908585404,-0.14930990306034939,0.7148326089621553,-1.3815263303572765,0.6205591680082111,-0.5776933054470685,1.3199527996765288,-0.8568857630052338,0.9574099263722079,0.031724474538440434,1.319818363514862,-0.8054355199983548,0.41408326880001,0.23314043165621237,1.264675689887826,-0.5241521400033109,-0.24635496056471384,1.3280239384618777,-0.605969514509752,0.20903150966572628,0.4143227977589402,-0.40935757577387505,-0.7745374483764036,-0.14258375061321724,-1.0384146993058956,-1.3524141331422048,-1.3033338126287048,-0.6917585496724034,-0.3151350162407199,-0.9850447528743165,-0.20619831630310403,0.8204285236980735,0.8631871882204794,-0.163194876252745,-0.5543316147462322,0.13272303863699167,-0.6389032380730024,-1.2855796117645668,-1.3277725904116804,-0.3404566419850728,0.024869030093153718,-0.5994820121226451,-0.8231866871827754,0.9527588496729587,1.3043883278444468,1.3701728561180804,1.7526172437162506,1.7224807623508034,-0.9947199328394583,-0.6871173877748985,-0.07594138987291871,-1.2813139358596046,-1.1080884530183133,-0.9539361619892684,-1.260684961850294,0.3728117738393398,-0.0118574014342053,-0.641527330105274,-0.10661680275832362,-0.365486562176237,-1.017569254079423,-0.2848205892025498,0.5247870999904695,0.4130128034627064,1.6465847644050644,1.557204127862251,0.5399779795080218,-0.8522086013485839,-0.6444292960047093,-0.5789242865470692,-0.12811672215503933,0.8612552906802765,-0.368639292798028,0.20043958449671115,0.06616680996233167,-0.21025612290459858,0.6126784865953662,-0.9695364120832458,-1.3962192478184392,-0.4702919764713699,0.15379656653396873,0.0605929868131084,0.07908003353940504,0.23518616800546854,-1.3742395635690579,-1.6960870163079602,-1.2346157884254771,-0.39251403270364243,0.07210130867222628,0.719073932340735,-0.13082811672531205,-0.11663047055638427,0.13232695847583717,-0.2695185751863094,classical
-1.7390290443129122,-1.955212288407315,-2.119232413302973,-3.32871654947117,1.7814304741153213,1.0000134071422766,-1.8472295661162283,0.2893374330958581,-2.1360165613215756,-1.1579643189126427,-2.1661377958563253,-0.5059021090556168,-2.1560771041881446,0.4114168301108605,-1.07808270486123,-0.2706139562236501,-2.0128428184485654,-0.6614003292954471,-1.8841583813634792,-0.29863400148127645,0.19490065901679773,1.119899571779946,-0.14681367168650605,-0.6466073920303993,-1.2995758241972153,0.004590478083953213,0.5793210251863679,-0.6385782431505206,-0.20790097850113587,-0.5336390723242319,-0.8835007440933527,-0.5031605023331989,-0.7511454157417413,-0.8807026812321963,-0.790361259237603,-0.5614815229690214,-1.0141795456683977,0.4305239247004499,0.9636782153605001,-0.07174505839686748,0.12628421070478948,-0.14136586893391986,-0.5292875147401649,-0.47066443822995646,-0.2104800058314945,-0.7410211879367334,-0.6394627614821865,-1.565190182000034,1.5586904355217994,1.8990919008785905,1.9506580222304355,1.6854565930570993,0.7585249974000329,-1.0610830192273497,-0.737508805169113,1.4813493196970227,-1.9426330546507267,-2.345494347128074,-1.32235854795339,0.12418585295453882,0.2131944426684655,-0.37560813166609286,0.5592470739973323,1.3168927105325363,-0.059658533658268995,-0.08577489201273408,0.2600912785142212,0.9791134152124905,1.2257048743599135,1.0585700527868027,-0.5131787079917421,-1.7890430794419412,-1.7016057646288503,-0.7475823328121491,-0.8697335502936263,-0.21609431148042993,0.29106584349439185,0.5559551802992023,1.170079498751235,0.5491772769832304,0.8398007948908538,-0.4084122796047076,-0.051335050940011395,-0.624856830013455,-0.34264814935609816,0.0941633817095572,0.724533828870616,1.167497379583115,1.689804765515198,0.5676890324890577,0.1285649939776079,-0.31069171444291915,0.2511002677570022,0.3540849048110176,-0.052400027290727354,-0.7916003995026532,-0.631125882164805,-0.2880508501435158,0.6745191079196567,classical
-1.4348531551109827,-1.9146896429504232,-1.137789457011091,-1.3596363148958202,0.7400770232330398,-0.25213855653610084,-0.5665060718775907,0.20487116331990712,-0.7303820281107488,-0.8025244303316529,-0.6449438691717057,-0.54946464917786,-0.3189720035662539,0.7295568888115992,-0.255839091004979,0.7870693800029656,-0.08569505442102573,1.1047619050233672,-0.73540651893106,1.043950862760638,-1.1566249653890948,-1.814342783043622,-1.5215394593864475,0.7513881801829062,0.4462327277712537,-0.49894507436276114,-1.0380131985606373,-0.3002041663102614,-0.9546740916670308,-1.4266827475337203,-0.5289912885910425,0.183383231323385,0.925928228752005,-0.5454110218082453,-0.5697592416687807,1.3342934180795991,0.8455265088679639,-0.4793648557354466,-1.062177602719104,-0.09303686630196589,-0.9980535269510153,-1.7132593336225719,-0.2730758081103988,0.6655514880238254,1.0936123693951252,-0.19369063193501312,-0.3439372183794208,-2.027084526366296,0.8379787881388627,1.6413573202767535,1.9516799164803427,2.073814639631009,1.87467521392931,0.5617181198974681,-0.7175573823142283,-0.5742744169353129,-0.9889816109590494,-1.0866051169565245,-0.4236906466816305,-0.3008598948366603,0.302020900831498,0.6249266401186848,0.4755105385756536,0.6931736422504317,0.1744498613198027,-1.6871689933276024,-1.7336316543757757,-0.8270615562381199,-0.797916857834959,3.144155819177693,1.214590468468421,-2.092133956296724,-1.1696315862039313,1.2523607280158018,2.3320389174963037,0.04544379951123636,0.9267193764322069,1.289467912507051,-2.2817889362846593,0.36451003521493003,-0.17267126994081217,-0.9132136516149165,0.02506505801953154,0.31017422110271037,0.4956315951941948,-0.3129562627173811,0.11231524696351233,0.5013905234962098,0.1279324142164478,0.35936846434082276,0.7115733732273348,-0.09242615881732988,-0.8176907804681186,-0.6460838291777985,-0.33092253109107356,0.7700286305313662,2.1105469429599677,0.39188408789898277,-1.8737983276770505,classical
